,longitudres,latitudres,longtrabajo,latitudtrabajo,Duraciontraslado,sexo,Añonacimiento,Estrato,ecivil,Nveducativo,Afiliadosalud,Mobility,Sex
1257,-74.088023,4.531825,-74.088023,4.531825,20,2,1990,2,5,4,5,5,Female
1258,-74.088023,4.531825,-74.088023,4.531825,50,1,1992,2,1,6,1,6,Male
1259,-74.088023,4.531825,-74.088023,4.531825,5,1,1986,2,5,3,5,6,Male
1260,-74.088023,4.531825,-74.088023,4.531825,0,2,1976,2,1,3,1,6,Female
1261,-74.088023,4.531825,-74.088023,4.531825,5,2,1986,2,2,3,1,6,Female
1262,-74.088023,4.531825,-74.088023,4.531825,30,1,1968,2,4,3,1,8,Male
1263,-74.088023,4.531825,-74.088023,4.531825,70,2,1974,2,4,5,2,6,Female
1264,-74.088023,4.531825,-74.088023,4.531825,5,1,1963,2,2,3,5,6,Male
1265,-74.088023,4.531825,-74.088023,4.531825,60,2,1996,2,2,5,1,5,Female
1266,-74.088023,4.531825,-74.088023,4.531825,60,2,1992,2,5,6,1,6,Female
1267,-74.088023,4.531825,-74.088023,4.531825,30,1,1964,2,2,3,2,7,Male
1268,-74.096834,4.543222,-74.096834,4.543222,60,2,1949,2,2,4,1,6,Female
1269,-74.096834,4.543222,-74.096834,4.543222,90,1,1982,2,5,7,1,5,Male
1270,-74.096834,4.543222,-74.096834,4.543222,60,1,1961,3,5,3,1,4,Male
1271,-74.096834,4.543222,-74.096834,4.543222,20,1,1996,1,5,3,5,6,Male
1272,-74.096834,4.543222,-74.096834,4.543222,30,2,1991,3,5,4,5,7,Female
1273,-74.096834,4.543222,-74.096834,4.543222,0,2,2000,3,5,2,5,8,Female
1274,-74.096834,4.543222,-74.096834,4.543222,60,2,1977,2,5,3,1,8,Female
1275,-74.096834,4.543222,-74.096834,4.543222,0,2,2000,3,5,2,5,5,Female
1276,-74.096834,4.543222,-74.096834,4.543222,5,2,1970,3,1,3,1,6,Female
1277,-74.096834,4.543222,-74.096834,4.543222,15,1,1999,2,5,3,5,6,Male
1278,-74.096834,4.543222,-74.096834,4.543222,60,1,1985,3,2,3,5,6,Male
1279,-74.096834,4.543222,-74.096834,4.543222,0,1,1981,3,3,2,2,5,Male
1280,-74.096834,4.543222,-74.096834,4.543222,0,1,1985,5,3,1,5,5,Male
1281,-74.096834,4.543222,-74.096834,4.543222,0,2,1998,3,5,5,5,5,Female
1282,-74.096834,4.543222,-74.096834,4.543222,15,1,1974,6,4,8,1,4,Male
1283,-74.096834,4.543222,-74.096834,4.543222,80,1,1962,3,1,1,5,4,Male
1284,-74.096834,4.543222,-74.096834,4.543222,50,2,1992,2,3,6,5,4,Female
1285,-74.096834,4.543222,-74.096834,4.543222,10,1,1982,2,5,5,2,3,Male
1286,-74.096834,4.543222,-74.096834,4.543222,45,2,1945,2,2,3,3,4,Female
1287,-74.096834,4.543222,-74.096834,4.543222,40,2,1984,3,3,6,1,4,Female
1288,-74.065996,4.604778,-74.065996,4.604778,5,2,1944,3,1,4,1,6,Female
1289,-74.065996,4.604778,-74.065996,4.604778,20,1,1984,2,1,4,4,5,Male
1290,-74.065996,4.604778,-74.065996,4.604778,0,2,1990,2,2,5,5,6,Female
1291,-74.065996,4.604778,-74.065996,4.604778,90,2,1980,3,2,4,1,6,Female
1292,-74.065996,4.604778,-74.065996,4.604778,45,1,1956,3,1,8,1,6,Male
1293,-74.065996,4.604778,-74.065996,4.604778,40,1,1991,2,2,5,2,5,Male
1294,-74.065996,4.604778,-74.065996,4.604778,20,2,1987,2,3,3,5,6,Female
1295,-74.065996,4.604778,-74.065996,4.604778,60,1,1963,2,1,2,2,6,Male
1296,-74.065996,4.604778,-74.065996,4.604778,80,1,1988,3,3,4,2,6,Male
1297,-74.065996,4.604778,-74.065996,4.604778,0,1,1998,3,2,1,5,4,Male
1298,-74.065996,4.604778,-74.065996,4.604778,15,1,1975,2,2,1,1,6,Male
1299,-74.065996,4.604778,-74.065996,4.604778,50,1,1989,3,2,4,1,6,Male
1300,-74.065996,4.604778,-74.065996,4.604778,5,2,1980,3,1,6,5,6,Female
1301,-74.085086,4.592757,-74.085086,4.592757,25,2,1985,2,3,5,1,7,Female
1302,-74.085086,4.592757,-74.085086,4.592757,5,2,1989,3,5,2,5,8,Female
1303,-74.085086,4.592757,-74.085086,4.592757,10,2,1994,2,5,2,5,6,Female
1304,-74.085086,4.592757,-74.085086,4.592757,3,1,1998,2,5,2,5,7,Male
1305,-74.085086,4.592757,-74.085086,4.592757,10,2,1984,2,2,3,5,6,Female
1306,-74.085086,4.592757,-74.085086,4.592757,15,2,1962,3,1,1,1,7,Female
1307,-74.085086,4.592757,-74.085086,4.592757,50,2,1984,2,2,5,1,8,Female
1308,-74.085086,4.592757,-74.085086,4.592757,40,1,1988,2,2,3,5,7,Male
1309,-74.085086,4.592757,-74.085086,4.592757,50,1,1985,2,1,5,1,6,Male
1310,-74.085086,4.592757,-74.085086,4.592757,0,1,1997,3,5,3,5,6,Male
1311,-74.085086,4.592757,-74.085086,4.592757,45,2,1962,2,2,4,1,6,Female
1312,-74.085086,4.592757,-74.085086,4.592757,30,2,1976,2,5,5,1,6,Female
1313,-74.085086,4.592757,-74.085086,4.592757,35,1,1996,2,5,3,5,8,Male
1314,-74.076643,4.73506,-74.076643,4.73506,40,1,1960,3,1,4,1,6,Male
1315,-74.076643,4.73506,-74.076643,4.73506,0,2,2001,3,5,2,3,5,Female
1316,-74.076643,4.73506,-74.076643,4.73506,0,2,2001,3,5,2,3,6,Female
1317,-74.076643,4.73506,-74.076643,4.73506,10,2,1996,3,5,3,5,5,Female
1318,-74.076643,4.73506,-74.076643,4.73506,4,1,1965,3,3,5,1,6,Male
1319,-74.076643,4.73506,-74.076643,4.73506,0,1,1973,3,5,3,5,6,Male
1320,-74.076643,4.73506,-74.076643,4.73506,30,1,1985,2,2,4,2,5,Male
1321,-74.076643,4.73506,-74.076643,4.73506,30,2,1985,3,5,4,1,6,Female
1322,-74.076643,4.73506,-74.076643,4.73506,20,1,1996,2,5,3,1,4,Male
1323,-74.076643,4.73506,-74.076643,4.73506,70,2,1992,3,5,1,2,4,Female
1324,-74.076643,4.73506,-74.076643,4.73506,50,1,1996,3,5,3,2,7,Male
1325,-74.076643,4.73506,-74.076643,4.73506,10,2,1997,3,5,3,5,5,Female
1326,-74.076643,4.73506,-74.076643,4.73506,60,1,1971,3,2,4,5,5,Male
1327,-74.076643,4.73506,-74.076643,4.73506,30,2,1973,2,2,3,1,5,Female
1328,-73.816913,5.310421,-73.816913,5.310421,20,1,1993,1,2,1,5,6,Male
1329,-73.807027,5.309688,-73.807027,5.309688,10,1,1997,3,5,3,5,7,Male
1330,-73.807027,5.309688,-73.807027,5.309688,25,2,1980,2,1,7,1,5,Female
1331,-73.818215,5.312031,-73.818215,5.312031,10,1,1959,3,1,3,1,5,Male
1332,-73.818215,5.312031,-73.818215,5.312031,15,1,1960,2,3,1,5,6,Male
1333,-73.818215,5.312031,-73.818215,5.312031,10,1,1985,2,1,3,5,6,Male
1334,-73.810385,5.309744,-73.810385,5.309744,10,1,1992,2,5,7,5,6,Male
1335,-73.810385,5.309744,-73.810385,5.309744,10,1,1997,3,5,3,5,6,Male
1336,-73.810385,5.309744,-73.810385,5.309744,15,1,1979,2,2,3,5,5,Male
1337,-73.810385,5.309744,-73.810385,5.309744,5,1,1974,2,5,3,5,6,Male
1338,-73.810385,5.309744,-73.810385,5.309744,10,1,1979,2,2,5,5,5,Male
1339,-73.810385,5.309744,-73.810385,5.309744,15,2,1952,2,2,5,5,5,Female
1340,-73.810385,5.309744,-73.810385,5.309744,10,1,1997,2,5,2,5,6,Male
1341,-73.812346,5.309467,-73.812346,5.309467,10,1,1993,2,1,5,2,6,Male
1342,-73.812345,5.309468,-73.812345,5.309468,15,2,1953,2,1,5,1,4,Female
1343,-73.812344,5.309469,-73.812344,5.309469,15,2,1998,2,5,3,1,6,Female
1344,-73.818215,5.312031,-73.818215,5.312031,5,2,1999,2,5,4,1,7,Female
1345,-73.818215,5.312031,-73.818215,5.312031,20,1,1982,2,1,2,1,3,Male
1346,-73.818215,5.312031,-73.818215,5.312031,20,1,1963,3,1,3,1,6,Male
1347,-73.815516,5.31682,-73.815516,5.31682,10,2,1985,2,5,2,5,7,Female
1348,-73.815516,5.31682,-73.815516,5.31682,15,1,1942,2,1,1,1,5,Male
1349,-74.53982,4.87282,-74.53982,4.87282,0,2,1975,2,5,2,2,4,Female
1350,-74.53982,4.87282,-74.53982,4.87282,5,1,1978,2,2,3,2,5,Male
1351,-74.53982,4.87282,-74.53982,4.87282,0,1,1964,2,2,1,1,4,Male
1352,-74.53982,4.87282,-74.53982,4.87282,120,1,1978,2,1,2,5,5,Male
1353,-74.53982,4.87282,-74.53982,4.87282,0,1,1962,2,1,1,2,4,Male
1354,-74.53982,4.87282,-74.53982,4.87282,0,2,1985,2,5,2,5,4,Female
1355,-74.53982,4.87282,-74.53982,4.87282,60,2,1984,2,5,8,1,5,Female
1356,-74.53982,4.87282,-74.53982,4.87282,0,2,1971,2,2,3,1,5,Female
1357,-74.53982,4.87282,-74.53982,4.87282,5,2,1974,2,5,1,2,5,Female
1358,-74.53982,4.87282,-74.53982,4.87282,15,2,1967,2,1,1,1,4,Female
1359,-74.53982,4.87282,-74.53982,4.87282,0,2,1983,2,5,5,2,5,Female
1360,-74.53982,4.87282,-74.53982,4.87282,0,2,1978,2,1,3,1,6,Female
1361,-74.53982,4.87282,-74.53982,4.87282,10,2,1986,2,2,3,1,8,Female
1362,-74.53982,4.87282,-74.53982,4.87282,0,1,1960,2,5,3,5,4,Male
1363,-74.53982,4.87282,-74.53982,4.87282,0,2,1934,2,4,2,3,3,Female
1364,-74.53982,4.87282,-74.53982,4.87282,5,2,1989,2,2,2,1,5,Female
1365,-74.53982,4.87282,-74.53982,4.87282,160,2,1962,2,2,7,2,5,Female
1366,-74.53982,4.87282,-74.53982,4.87282,0,2,1957,2,1,3,2,6,Female
1367,-74.102707,4.709135,-74.102707,4.709135,130,2,1977,2,2,3,2,6,Female
1368,-74.354009,4.809984,-74.354009,4.809984,0,1,1983,2,2,5,5,3,Male
1369,-74.802961,4.307228,-74.802961,4.307228,60,1,1967,3,1,5,1,7,Male
1370,-74.068234,4.605258,-74.068234,4.605258,1,2,1999,2,5,2,5,5,Female
1371,-74.116075,4.599902,-74.116075,4.599902,10,1,1960,3,5,3,1,5,Male
1372,-74.116075,4.599902,-74.116075,4.599902,5,1,1993,3,2,5,5,5,Male
1373,-74.116075,4.599902,-74.116075,4.599902,60,1,1959,3,3,3,1,5,Male
1374,-74.116075,4.599902,-74.116075,4.599902,1,2,1984,3,5,5,5,5,Female
1375,-74.116075,4.599902,-74.116075,4.599902,2,1,1964,3,2,8,1,5,Male
1376,-74.116075,4.599902,-74.116075,4.599902,15,2,1960,3,1,5,1,5,Female
1377,-74.116075,4.599902,-74.116075,4.599902,15,2,1992,3,5,3,2,5,Female
1378,-74.116075,4.599902,-74.116075,4.599902,5,1,1993,3,5,5,5,5,Male
1379,-74.116075,4.599902,-74.116075,4.599902,10,1,1969,3,1,7,1,5,Male
1380,-74.116075,4.599902,-74.116075,4.599902,0,1,1961,3,5,3,5,5,Male
1381,-74.116075,4.599902,-74.116075,4.599902,60,1,1956,3,3,3,1,5,Male
1382,-74.116075,4.599902,-74.116075,4.599902,30,2,1977,3,1,5,1,3,Female
1383,-74.116075,4.599902,-74.116075,4.599902,30,2,1988,3,5,7,1,4,Female
1384,-74.56211,4.74257,-74.56211,4.74257,0,2,1973,2,1,3,2,4,Female
1385,-74.096834,4.569362,-74.096834,4.569362,70,1,1984,2,5,6,1,5,Male
1386,-74.096834,4.569362,-74.096834,4.569362,70,1,1988,2,5,5,1,4,Male
1387,-74.092974,4.54425,-74.092974,4.54425,0,1,1996,2,2,2,5,5,Male
1388,-74.092974,4.54425,-74.092974,4.54425,30,2,1999,2,5,2,5,5,Female
1389,-74.092974,4.54425,-74.092974,4.54425,20,2,1993,2,2,3,5,5,Female
1390,-74.092974,4.54425,-74.092974,4.54425,30,1,1994,2,5,2,5,5,Male
1391,-74.092974,4.54425,-74.092974,4.54425,0,2,1960,2,1,3,2,5,Female
1392,-74.092974,4.54425,-74.092974,4.54425,0,1,1999,2,5,4,3,5,Male
1393,-74.092974,4.54425,-74.092974,4.54425,0,1,2000,2,5,2,5,5,Male
1394,-74.092974,4.54425,-74.092974,4.54425,0,2,1997,2,5,4,3,5,Female
1395,-74.092974,4.54425,-74.092974,4.54425,0,1,1974,2,3,3,2,5,Male
1396,-74.092974,4.54425,-74.092974,4.54425,0,2,1990,2,5,4,5,5,Female
1397,-74.092974,4.54425,-74.092974,4.54425,60,1,1988,2,2,2,5,5,Male
1398,-74.092974,4.54425,-74.092974,4.54425,15,2,1986,2,2,5,1,5,Female
1399,-74.092974,4.54425,-74.092974,4.54425,15,1,1991,2,5,4,1,5,Male
1400,-74.08596,4.551843,-74.08596,4.551843,0,2,1988,2,2,4,5,3,Female
1401,-74.089125,4.539004,-74.089125,4.539004,0,1,1967,2,1,3,1,4,Male
1402,-74.089125,4.539004,-74.089125,4.539004,0,2,1996,2,5,2,2,5,Female
1403,-74.089125,4.539004,-74.089125,4.539004,5,1,1985,2,2,1,2,5,Male
1404,-74.089125,4.539004,-74.089125,4.539004,0,2,1998,2,5,2,2,5,Female
1405,-74.089125,4.539004,-74.089125,4.539004,0,2,1994,2,5,6,1,6,Female
1406,-74.089125,4.539004,-74.089125,4.539004,30,2,1987,2,5,7,1,6,Female
1407,-74.089125,4.539004,-74.089125,4.539004,5,1,1986,2,5,2,1,5,Male
1408,-74.089125,4.539004,-74.089125,4.539004,1,2,1972,2,2,1,2,6,Female
1409,-74.089125,4.539004,-74.089125,4.539004,0,2,1968,2,5,2,1,5,Female
1410,-74.089125,4.539004,-74.089125,4.539004,0,1,1956,2,2,3,5,5,Male
1411,-74.089125,4.539004,-74.089125,4.539004,0,1,1955,2,5,1,2,6,Male
1412,-74.089125,4.539004,-74.089125,4.539004,0,1,2000,2,5,2,2,5,Male
1413,-74.089125,4.539004,-74.089125,4.539004,0,1,1986,2,2,3,5,5,Male
1414,-74.089125,4.539004,-74.089125,4.539004,5,1,1991,2,5,7,5,5,Male
1415,-74.089125,4.539004,-74.089125,4.539004,5,1,1974,2,3,3,1,5,Male
1416,-74.093002,4.570953,-74.093002,4.570953,90,1,1991,2,2,3,1,5,Male
1417,-74.093002,4.570953,-74.093002,4.570953,75,2,1969,2,2,4,2,5,Female
1418,-74.093002,4.570953,-74.093002,4.570953,60,1,1991,2,5,5,1,5,Male
1419,-74.093002,4.570953,-74.093002,4.570953,80,1,1996,2,5,3,1,5,Male
1420,-74.093002,4.570953,-74.093002,4.570953,20,1,1977,2,2,4,1,5,Male
1421,-74.093002,4.570953,-74.093002,4.570953,60,1,1970,2,1,3,1,6,Male
1422,-74.093002,4.570953,-74.093002,4.570953,0,1,1980,2,2,4,5,5,Male
1423,-74.093002,4.570953,-74.093002,4.570953,30,2,1975,2,2,4,1,5,Female
1424,-74.093002,4.570953,-74.093002,4.570953,60,2,1946,2,1,3,1,5,Female
1425,-74.093002,4.570953,-74.093002,4.570953,60,2,1975,2,2,2,1,5,Female
1426,-74.093002,4.570953,-74.093002,4.570953,0,1,1984,2,2,4,1,5,Male
1427,-74.093002,4.570953,-74.093002,4.570953,20,2,1976,2,2,4,1,5,Female
1428,-74.093002,4.570953,-74.093002,4.570953,60,1,1992,2,3,3,1,5,Male
1429,-74.093002,4.570953,-74.093002,4.570953,30,2,1992,2,2,3,1,5,Female
1430,-74.093346,4.587807,-74.093346,4.587807,30,2,1973,2,3,3,2,6,Female
1431,-74.093346,4.587807,-74.093346,4.587807,20,1,1986,2,5,6,1,5,Male
1432,-74.093346,4.587807,-74.093346,4.587807,20,2,1978,2,2,3,1,5,Female
1433,-74.093346,4.587807,-74.093346,4.587807,1,1,1990,2,2,5,1,5,Male
1434,-74.093346,4.587807,-74.093346,4.587807,20,2,1998,2,5,3,5,5,Female
1435,-74.093346,4.587807,-74.093346,4.587807,0,1,1965,2,2,4,5,5,Male
1436,-74.093346,4.587807,-74.093346,4.587807,70,2,1985,2,5,4,1,6,Female
1437,-74.093346,4.587807,-74.093346,4.587807,60,1,1985,2,5,3,1,5,Male
1438,-74.093346,4.587807,-74.093346,4.587807,60,1,1985,2,5,3,1,6,Male
1439,-74.093346,4.587807,-74.093346,4.587807,30,1,1971,2,1,3,1,5,Male
1440,-74.093346,4.587807,-74.093346,4.587807,40,1,1956,2,1,3,1,5,Male
1441,-74.088023,4.531825,-74.088023,4.531825,15,2,1989,2,5,4,1,5,Female
1442,-74.088023,4.531825,-74.088023,4.531825,0,1,1986,2,5,5,1,4,Male
1443,-74.088023,4.531825,-74.088023,4.531825,120,1,1962,2,2,1,1,5,Male
1444,-74.088023,4.531825,-74.088023,4.531825,70,1,1995,2,5,4,1,6,Male
1445,-74.088023,4.531825,-74.088023,4.531825,20,2,1990,2,2,3,1,5,Female
1446,-74.088023,4.531825,-74.088023,4.531825,0,1,1975,2,2,5,5,5,Male
1447,-74.088023,4.531825,-74.088023,4.531825,0,1,1987,2,1,3,1,6,Male
1448,-74.088023,4.531825,-74.088023,4.531825,100,2,1954,2,1,6,1,5,Female
1449,-74.096834,4.543222,-74.096834,4.543222,60,2,1971,2,3,5,1,5,Female
1450,-74.096834,4.543222,-74.096834,4.543222,120,1,1969,2,3,6,1,5,Male
1451,-74.096834,4.543222,-74.096834,4.543222,1,2,1996,2,5,2,5,3,Female
1452,-74.096834,4.543222,-74.096834,4.543222,3,1,1969,2,1,7,1,5,Male
1453,-74.096834,4.543222,-74.096834,4.543222,2,1,1977,2,2,2,2,6,Male
1454,-74.096834,4.543222,-74.096834,4.543222,3,2,1980,2,1,3,5,5,Female
1455,-74.096834,4.543222,-74.096834,4.543222,0,2,1997,2,5,4,5,5,Female
1456,-74.096834,4.543222,-74.096834,4.543222,30,1,1999,2,5,3,5,5,Male
1457,-74.096834,4.543222,-74.096834,4.543222,20,2,1989,2,2,3,1,5,Female
1458,-74.096834,4.543222,-74.096834,4.543222,2,2,1975,2,1,1,1,5,Female
1459,-74.096834,4.543222,-74.096834,4.543222,0,1,2001,2,5,2,5,5,Male
1460,-74.096834,4.543222,-74.096834,4.543222,0,1,1986,2,2,3,5,5,Male
1461,-74.096834,4.543222,-74.096834,4.543222,0,1,1941,2,4,3,4,5,Male
1462,-74.096834,4.543222,-74.096834,4.543222,5,1,1973,2,2,2,2,5,Male
1463,-74.096834,4.543222,-74.096834,4.543222,20,1,1964,2,1,3,1,5,Male
1464,-74.096834,4.543222,-74.096834,4.543222,15,2,1987,2,5,4,1,5,Female
1465,-74.096834,4.543222,-74.096834,4.543222,15,2,1979,2,1,4,1,5,Female
1466,-74.096834,4.543222,-74.096834,4.543222,0,2,1974,2,5,3,5,6,Female
1467,-74.096834,4.543222,-74.096834,4.543222,30,1,1982,2,5,3,1,5,Male
1468,-74.096834,4.543222,-74.096834,4.543222,0,2,1993,2,5,3,5,5,Female
1469,-74.095732,4.544753,-74.095732,4.544753,10,2,1979,2,1,3,2,6,Female
1470,-74.065996,4.604778,-74.065996,4.604778,0,1,1987,2,1,5,5,4,Male
1471,-74.065996,4.604778,-74.065996,4.604778,0,2,1994,3,5,6,5,5,Female
1472,-74.065996,4.604778,-74.065996,4.604778,20,1,1977,2,5,6,1,5,Male
1473,-74.065996,4.604778,-74.065996,4.604778,0,1,2000,2,5,2,5,4,Male
1474,-74.065996,4.604778,-74.065996,4.604778,0,1,1997,2,5,4,5,5,Male
1475,-74.065996,4.604778,-74.065996,4.604778,0,1,1975,2,3,2,2,6,Male
1476,-74.065996,4.604778,-74.065996,4.604778,15,2,1996,2,5,4,1,6,Female
1477,-74.065996,4.604778,-74.065996,4.604778,0,1,1984,2,2,4,5,5,Male
1478,-74.065996,4.604778,-74.065996,4.604778,40,2,1965,2,3,6,1,3,Female
1479,-74.065996,4.604778,-74.065996,4.604778,10,1,1982,2,2,4,1,4,Male
1480,-74.065996,4.604778,-74.065996,4.604778,10,1,1973,2,1,4,1,5,Male
1481,-74.065996,4.604778,-74.065996,4.604778,20,2,1988,2,2,3,1,5,Female
1482,-74.085086,4.592757,-74.085086,4.592757,60,2,2000,2,5,2,5,5,Female
1483,-74.085086,4.592757,-74.085086,4.592757,10,2,1988,2,1,5,1,5,Female
1484,-74.085086,4.592757,-74.085086,4.592757,30,2,1980,2,5,3,5,5,Female
1485,-74.085086,4.592757,-74.085086,4.592757,1,2,1979,2,5,7,5,5,Female
1486,-74.085086,4.592757,-74.085086,4.592757,120,2,1960,2,4,6,1,6,Female
1487,-74.085086,4.592757,-74.085086,4.592757,60,2,1971,2,5,3,1,6,Female
1488,-74.085086,4.592757,-74.085086,4.592757,80,2,1985,2,2,4,1,6,Female
1489,-74.085086,4.592757,-74.085086,4.592757,30,2,1985,2,2,3,1,5,Female
1490,-74.085086,4.592757,-74.085086,4.592757,20,2,1967,2,1,3,1,5,Female
1491,-74.085086,4.592757,-74.085086,4.592757,0,1,1976,2,3,3,2,5,Male
1492,-74.085086,4.592757,-74.085086,4.592757,0,1,1975,2,1,5,1,5,Male
1493,-74.085086,4.592757,-74.085086,4.592757,40,2,1982,2,2,5,1,5,Female
1494,-74.076643,4.73506,-74.076643,4.73506,2,2,1976,3,2,3,2,6,Female
1495,-74.076643,4.73506,-74.076643,4.73506,0,2,2000,2,5,2,5,5,Female
1496,-74.076643,4.73506,-74.076643,4.73506,60,1,1977,3,1,7,1,4,Male
1497,-74.076643,4.73506,-74.076643,4.73506,15,1,1976,3,1,5,1,5,Male
1498,-74.076643,4.73506,-74.076643,4.73506,15,2,1978,3,1,4,5,4,Female
1499,-74.106194,4.754336,-74.106194,4.754336,100,2,1988,2,1,5,2,5,Female
1500,-74.063059,4.745669,-74.063059,4.745669,60,1,1973,3,1,8,3,6,Male
1501,-74.063059,4.745669,-74.063059,4.745669,20,1,1966,3,1,6,3,5,Male
1502,-74.063059,4.745669,-74.063059,4.745669,20,2,1953,3,1,5,4,6,Female
1503,-74.094772,4.746388,-74.094772,4.746388,100,1,1968,2,1,2,1,5,Male
1504,-74.04616,4.75423,-74.04616,4.75423,10,1,1997,3,1,3,1,6,Male
1505,-74.04616,4.75423,-74.04616,4.75423,1,2,1974,3,2,6,1,6,Female
1506,-74.055992,4.7454,-74.055992,4.7454,45,1,1996,3,5,6,1,3,Male
1507,-74.055992,4.7454,-74.055992,4.7454,40,1,1993,3,5,6,2,5,Male
1508,-74.055992,4.7454,-74.055992,4.7454,30,2,1960,3,1,5,1,5,Female
1509,-74.055989,4.7457,-74.055989,4.7457,50,1,1963,3,1,5,1,4,Male
1510,-74.033684,4.764963,-74.033684,4.764963,15,2,1967,3,3,3,1,5,Female
1511,-74.074807,4.643614,-74.074807,4.643614,20,1,1970,3,5,5,1,5,Male
1512,-73.818193,5.312053,-73.818193,5.312053,60,1,1971,1,3,3,1,5,Male
1513,-73.818193,5.312053,-73.818193,5.312053,180,2,1995,2,2,3,1,5,Female
1514,-73.818193,5.312053,-73.818193,5.312053,75,2,1978,2,5,7,1,5,Female
1515,-73.818193,5.312053,-73.818193,5.312053,20,1,1995,2,5,4,1,5,Male
1516,-73.818193,5.312053,-73.818193,5.312053,15,1,1987,2,2,5,1,5,Male
1517,-73.818193,5.312053,-73.818193,5.312053,30,1,1996,2,5,2,2,4,Male
1518,-73.818193,5.312053,-73.818193,5.312053,20,2,1972,2,5,1,2,5,Female
1519,-73.818193,5.312053,-73.818193,5.312053,90,1,1996,2,5,6,2,5,Male
1520,-73.818193,5.312053,-73.818193,5.312053,15,1,2001,2,5,2,1,5,Male
1521,-73.818193,5.312053,-73.818193,5.312053,30,2,1972,2,2,3,2,5,Female
1522,-73.818193,5.312053,-73.818193,5.312053,15,2,1966,2,5,3,2,5,Female
1523,-73.818193,5.312053,-73.818193,5.312053,2,1,1984,3,2,7,1,5,Male
1524,-73.818193,5.312053,-73.818193,5.312053,20,1,1986,2,5,3,1,5,Male
1525,-73.818193,5.312053,-73.818193,5.312053,0,1,1987,2,2,1,2,5,Male
1526,-73.818193,5.312053,-73.818193,5.312053,10,1,1986,2,3,4,1,5,Male
1527,-73.818193,5.312053,-73.818193,5.312053,30,2,1989,3,1,7,1,5,Female
1528,-73.818193,5.312053,-73.818193,5.312053,15,1,1978,2,2,3,5,5,Male
1529,-73.818193,5.312053,-73.818193,5.312053,20,2,1978,2,1,3,1,5,Female
1530,-73.818193,5.312053,-73.818193,5.312053,0,2,2000,2,5,2,5,5,Female
1531,-73.818193,5.312053,-73.818193,5.312053,0,1,1995,2,2,2,2,5,Male
1532,-73.818193,5.312053,-73.818193,5.312053,0,1,1982,2,5,2,1,5,Male
1533,-73.818193,5.312053,-73.818193,5.312053,40,2,1978,2,2,5,1,5,Female
1534,-73.818193,5.312053,-73.818193,5.312053,30,1,1970,2,1,1,2,5,Male
1535,-73.818193,5.312053,-73.818193,5.312053,0,1,1976,2,1,1,2,5,Male
1536,-73.818193,5.312053,-73.818193,5.312053,30,2,1976,2,2,5,1,6,Female
1537,-73.818193,5.312053,-73.818193,5.312053,10,1,1969,2,5,1,1,3,Male
1538,-73.818193,5.312053,-73.818193,5.312053,30,1,1974,2,1,3,1,3,Male
1539,-73.818193,5.312053,-73.818193,5.312053,0,2,2000,2,5,2,2,3,Female
1540,-73.818193,5.312053,-73.818193,5.312053,10,1,1983,2,1,2,1,5,Male
1541,-73.818193,5.312053,-73.818193,5.312053,15,1,1995,2,5,6,2,5,Male
1542,-74.031194,4.695458,-74.031194,4.695458,40,1,1984,2,5,7,5,5,Male
1543,-74.029278,4.738629,-74.029278,4.738629,30,1,1984,3,2,4,4,5,Male
1544,-74.20656,4.592707,-74.20656,4.592707,0,1,1990,3,1,3,5,4,Male
1545,-74.20656,4.592707,-74.20656,4.592707,0,1,1961,3,1,2,5,6,Male
1546,-74.20656,4.592707,-74.20656,4.592707,90,2,1992,3,2,6,1,6,Female
1547,-74.20656,4.592707,-74.20656,4.592707,0,1,1994,2,5,3,1,6,Male
1548,-74.20656,4.592707,-74.20656,4.592707,75,1,1991,3,3,4,1,7,Male
1549,-74.20656,4.592707,-74.20656,4.592707,0,2,1968,3,1,4,5,5,Female
1550,-74.20656,4.592707,-74.20656,4.592707,0,1,1992,3,2,7,5,6,Male
1551,-74.20656,4.592707,-74.20656,4.592707,0,1,2001,3,5,1,1,4,Male
1552,-74.20656,4.592707,-74.20656,4.592707,20,2,1998,2,5,2,4,4,Female
1553,-74.20656,4.592707,-74.20656,4.592707,15,1,1950,3,2,1,1,4,Male
1554,-74.203785,4.591768,-74.203785,4.591768,0,1,1966,2,1,3,1,5,Male
1555,-74.203785,4.591768,-74.203785,4.591768,0,1,2001,3,5,2,4,5,Male
1556,-74.203785,4.591768,-74.203785,4.591768,0,2,1980,3,5,3,1,5,Female
1557,-74.203785,4.591768,-74.203785,4.591768,0,1,1986,2,1,3,2,7,Male
1558,-74.203785,4.591768,-74.203785,4.591768,75,1,1969,2,1,4,1,6,Male
1559,-74.203785,4.591768,-74.203785,4.591768,0,1,1965,2,1,1,1,5,Male
1560,-74.203785,4.591768,-74.203785,4.591768,120,1,1995,3,5,4,1,7,Male
1561,-74.203785,4.591768,-74.203785,4.591768,0,1,1991,3,2,4,1,4,Male
1562,-74.203785,4.591768,-74.203785,4.591768,0,1,1961,3,1,4,4,5,Male
1563,-74.203785,4.591768,-74.203785,4.591768,0,1,2001,3,5,2,1,7,Male
1564,-74.196513,4.592327,-74.196513,4.592327,35,1,1981,2,5,3,1,5,Male
1565,-74.196513,4.592327,-74.196513,4.592327,60,2,1990,2,3,7,2,8,Female
